time,lead_h,p10,p50,p90
2026-02-20 19:00:00,24,0.4907,0.9057,0.9903
2026-02-20 20:00:00,24,0.3839,0.8342,1.0
2026-02-20 21:00:00,24,0.3202,0.7714,1.0
2026-02-20 22:00:00,24,0.2244,0.6779,0.9981
2026-02-20 23:00:00,24,0.1651,0.6597,0.9659
2026-02-21 00:00:00,24,0.0216,0.2177,0.8649
2026-02-21 01:00:00,24,0.0,0.1363,0.6228
2026-02-21 02:00:00,24,0.0037,0.1542,0.539
2026-02-21 03:00:00,24,0.0,0.1549,0.5691
2026-02-21 04:00:00,24,0.0,0.1448,0.555
2026-02-21 05:00:00,24,0.0237,0.3215,0.7057
2026-02-21 06:00:00,24,0.4609,0.774,0.9695
2026-02-21 07:00:00,24,0.7794,0.9253,0.9831
2026-02-21 08:00:00,24,0.829,0.9034,0.974
2026-02-21 09:00:00,24,0.7815,0.8884,0.9712
2026-02-21 10:00:00,24,0.4329,0.7675,0.9702
2026-02-21 11:00:00,24,0.1961,0.5702,0.8511
2026-02-21 12:00:00,24,0.1105,0.5101,0.7841
2026-02-21 13:00:00,24,0.0478,0.4186,0.7358
2026-02-21 14:00:00,24,0.0682,0.3186,0.6052
2026-02-21 15:00:00,24,0.0401,0.3869,0.7863
2026-02-21 16:00:00,24,0.0671,0.5972,0.8747
2026-02-21 17:00:00,24,0.1379,0.6412,0.9197
2026-02-21 18:00:00,24,0.0805,0.5727,1.0
2026-02-21 19:00:00,24,0.0355,0.4775,0.8021
2026-02-21 20:00:00,24,0.0125,0.4017,0.6965
2026-02-21 21:00:00,24,0.0,0.1702,0.4236
2026-02-21 22:00:00,24,0.0,0.0759,0.2267
2026-02-21 23:00:00,24,0.0,0.1176,0.2171
2026-02-22 00:00:00,24,0.0,0.0,0.0352
2026-02-22 01:00:00,24,0.0,0.0,0.076
2026-02-22 02:00:00,24,0.0,0.0,0.0754
2026-02-22 03:00:00,24,0.0,0.0908,0.2442
2026-02-22 04:00:00,24,0.0,0.2353,0.5855
2026-02-22 05:00:00,24,0.0,0.2512,0.9116
2026-02-22 06:00:00,24,0.1933,0.4949,0.9392
2026-02-22 07:00:00,24,0.2848,0.6578,0.9675
2026-02-22 08:00:00,24,0.4412,0.7951,0.9857
2026-02-22 09:00:00,24,0.4054,0.8383,0.9913
2026-02-22 10:00:00,24,0.3189,0.7805,0.9781
2026-02-22 11:00:00,24,0.3125,0.8212,0.9876
2026-02-22 12:00:00,24,0.2206,0.7508,0.9877
2026-02-22 13:00:00,24,0.1115,0.6731,0.9046
2026-02-22 14:00:00,24,0.0097,0.3131,0.5109
2026-02-22 15:00:00,24,0.0,0.2196,0.2582
2026-02-22 16:00:00,24,0.0,0.0926,0.1687
2026-02-22 17:00:00,24,0.0,0.092,0.2003
2026-02-22 18:00:00,24,0.0,0.0709,0.1825
2026-02-22 19:00:00,24,0.0,0.0421,0.1125
2026-02-22 20:00:00,24,0.0,0.0305,0.1057
2026-02-22 21:00:00,24,0.0,0.0393,0.1255
2026-02-22 22:00:00,24,0.0,0.0606,0.1673
2026-02-22 23:00:00,24,0.0,0.0443,0.2015
2026-02-23 00:00:00,24,0.0,0.0,0.1753
2026-02-23 01:00:00,24,0.0,0.0828,0.2815
2026-02-23 02:00:00,24,0.0,0.1564,0.3681
2026-02-23 03:00:00,24,0.0032,0.125,0.4501
2026-02-23 04:00:00,24,0.0,0.1962,0.3113
2026-02-23 05:00:00,24,0.0,0.0984,0.3018
2026-02-23 06:00:00,24,0.0,0.2153,0.4124
2026-02-23 07:00:00,24,0.0327,0.3869,0.7491
2026-02-23 08:00:00,24,0.0479,0.5619,0.8139
2026-02-23 09:00:00,24,0.1089,0.4741,0.785
2026-02-23 10:00:00,24,0.1486,0.551,0.8427
2026-02-23 11:00:00,24,0.2484,0.6711,0.9402
2026-02-23 12:00:00,24,0.3057,0.7517,0.9763
2026-02-23 13:00:00,24,0.3363,0.7497,0.9886
2026-02-23 14:00:00,24,0.4682,0.7616,0.9859
2026-02-23 15:00:00,24,0.5591,0.8203,0.9785
2026-02-23 16:00:00,24,0.5449,0.8422,0.9754
2026-02-23 17:00:00,24,0.5867,0.8161,0.9828
2026-02-23 18:00:00,24,0.5826,0.7945,0.9799
2026-02-23 19:00:00,24,0.5141,0.7895,0.9749
2026-02-23 20:00:00,24,0.4584,0.8592,0.9819
2026-02-23 21:00:00,24,0.3491,0.926,0.9787
2026-02-23 22:00:00,24,0.3293,0.6901,0.9435
2026-02-23 23:00:00,24,0.31,0.7639,0.9436
2026-02-24 00:00:00,24,0.1726,0.5665,0.9115
2026-02-24 01:00:00,24,0.152,0.5733,0.9212
2026-02-24 02:00:00,24,0.1125,0.3632,0.8431
2026-02-24 03:00:00,24,0.0564,0.2811,0.7355
2026-02-24 04:00:00,24,0.0181,0.2563,0.6662
2026-02-24 05:00:00,24,0.0132,0.0274,0.612
2026-02-24 06:00:00,24,0.0159,0.1073,0.5304
2026-02-24 07:00:00,24,0.0241,0.0756,0.5681
2026-02-24 08:00:00,24,0.0331,0.0905,0.6378
2026-02-24 09:00:00,24,0.0329,0.1377,0.5793
2026-02-24 10:00:00,24,0.0159,0.0637,0.5101
2026-02-24 11:00:00,24,0.0072,0.134,0.3391
2026-02-24 12:00:00,24,0.0044,0.0991,0.2343
2026-02-24 13:00:00,24,0.0,0.0265,0.2496
2026-02-24 14:00:00,24,0.0,0.0,0.084
2026-02-24 15:00:00,24,0.0,0.0213,0.1569
2026-02-24 16:00:00,24,0.0,0.0141,0.0984
2026-02-24 17:00:00,24,0.0,0.0944,0.1996
2026-02-24 18:00:00,24,0.0,0.1887,0.3594
2026-02-24 19:00:00,24,0.0,0.1201,0.3035
2026-02-24 20:00:00,24,0.0,0.0901,0.2725
2026-02-24 21:00:00,24,0.0,0.0601,0.1416
2026-02-24 22:00:00,24,0.0,0.1235,0.2517
2026-02-24 23:00:00,24,0.0,0.1775,0.294
2026-02-25 00:00:00,24,0.0,0.0293,0.2874
2026-02-25 01:00:00,24,0.0,0.0353,0.3493
2026-02-25 02:00:00,24,0.0001,0.0597,0.3664
2026-02-25 03:00:00,24,0.0,0.0329,0.3899
2026-02-25 04:00:00,24,0.0,0.1341,0.3853
2026-02-25 05:00:00,24,0.0003,0.1512,0.4363
2026-02-25 06:00:00,24,0.0,0.1465,0.4513
2026-02-25 07:00:00,24,0.0,0.1438,0.4692
2026-02-25 08:00:00,24,0.0,0.1218,0.302
2026-02-25 09:00:00,24,0.0,0.0812,0.2225
2026-02-25 10:00:00,24,0.0,0.1063,0.3182
2026-02-25 11:00:00,24,0.0,0.1839,0.3793
2026-02-25 12:00:00,24,0.0,0.1239,0.2572
2026-02-25 13:00:00,24,0.0,0.1443,0.2322
2026-02-25 14:00:00,24,0.0,0.1135,0.28
2026-02-25 15:00:00,24,0.0,0.1764,0.3697
2026-02-25 16:00:00,24,0.0,0.2803,0.3987
2026-02-25 17:00:00,24,0.0031,0.3773,0.7039
2026-02-25 18:00:00,24,0.1332,0.6015,0.9776
2026-02-25 19:00:00,24,0.3013,0.7128,0.9878
2026-02-25 20:00:00,24,0.3564,0.777,1.0
2026-02-25 21:00:00,24,0.374,0.7574,1.0
2026-02-25 22:00:00,24,0.2225,0.6792,0.9869
2026-02-25 23:00:00,24,0.1557,0.7077,0.972
2026-02-26 00:00:00,24,0.1312,0.5634,0.9611
2026-02-26 01:00:00,24,0.1185,0.4944,0.9628
2026-02-26 02:00:00,24,0.0708,0.4297,0.9254
2026-02-26 03:00:00,24,0.0653,0.3775,0.8888
2026-02-26 04:00:00,24,0.008,0.1913,0.4897
2026-02-26 05:00:00,24,0.0,0.1093,0.3616
2026-02-26 06:00:00,24,0.009,0.2981,0.8542
2026-02-26 07:00:00,24,0.1251,0.4538,0.8292
2026-02-26 08:00:00,24,0.0082,0.3179,0.7756
2026-02-26 09:00:00,24,0.0047,0.1596,0.4369
2026-02-26 10:00:00,24,0.0303,0.1984,0.5903
2026-02-26 11:00:00,24,0.0453,0.2317,0.6854
2026-02-26 12:00:00,24,0.1964,0.5993,0.9046
2026-02-26 13:00:00,24,0.2107,0.6306,0.934
2026-02-26 14:00:00,24,0.1963,0.6564,0.9012
2026-02-26 15:00:00,24,0.1768,0.7159,0.9073
2026-02-26 16:00:00,24,0.2233,0.6392,0.9201
2026-02-26 17:00:00,24,0.2399,0.6485,0.9119
2026-02-26 18:00:00,24,0.229,0.6673,0.9339
2026-02-26 19:00:00,24,0.1476,0.5118,0.9193
2026-02-26 20:00:00,24,0.1823,0.5482,0.9247
2026-02-26 21:00:00,24,0.1695,0.5728,0.9065
2026-02-26 22:00:00,24,0.0914,0.4055,0.8613
2026-02-26 23:00:00,24,0.0702,0.4141,0.7601
2026-02-27 00:00:00,24,0.0734,0.22,0.801
2026-02-27 01:00:00,24,0.0577,0.262,0.8132
2026-02-27 02:00:00,24,0.0258,0.1975,0.7411
2026-02-27 03:00:00,24,0.0139,0.1677,0.7105
2026-02-27 04:00:00,24,0.0,0.2351,0.5739
2026-02-27 05:00:00,24,0.0,0.2094,0.4556
2026-02-27 06:00:00,24,0.0,0.1379,0.3544
2026-02-27 07:00:00,24,0.0003,0.1359,0.3759
2026-02-27 08:00:00,24,0.0,0.1916,0.3367
2026-02-27 09:00:00,24,0.0247,0.2411,0.616
2026-02-27 10:00:00,24,0.0757,0.3349,0.7337
2026-02-27 11:00:00,24,0.101,0.2793,0.7665
2026-02-27 12:00:00,24,0.1272,0.343,0.8649
2026-02-27 13:00:00,24,0.1183,0.3226,0.7844
2026-02-27 14:00:00,24,0.1527,0.4102,0.8257
2026-02-27 15:00:00,24,0.1338,0.4853,0.8634
2026-02-27 16:00:00,24,0.1575,0.5621,0.8889
2026-02-27 17:00:00,24,0.1587,0.3873,0.8512
2026-02-27 18:00:00,24,0.1307,0.4043,0.7924
2026-02-27 19:00:00,24,0.1092,0.3323,0.7775
2026-02-27 20:00:00,24,0.0872,0.4287,0.8602
2026-02-27 21:00:00,24,0.0928,0.2823,0.7506
2026-02-27 22:00:00,24,0.1196,0.4046,0.7462
2026-02-27 23:00:00,24,0.1386,0.5428,0.7949
2026-02-28 00:00:00,24,0.1167,0.4879,0.8295
2026-02-28 01:00:00,24,0.1429,0.5143,0.824
2026-02-28 02:00:00,24,0.1276,0.5305,0.8409
2026-02-28 03:00:00,24,0.1329,0.4945,0.8168
2026-02-28 04:00:00,24,0.1549,0.5892,0.872
2026-02-28 05:00:00,24,0.1569,0.5149,0.8578
2026-02-28 06:00:00,24,0.1448,0.4219,0.855
2026-02-28 07:00:00,24,0.1781,0.3898,0.8576
2026-02-28 08:00:00,24,0.2302,0.5131,0.8753
2026-02-28 09:00:00,24,0.1582,0.4312,0.8567
2026-02-28 10:00:00,24,0.1817,0.465,0.8515
2026-02-28 11:00:00,24,0.219,0.666,0.8904
2026-02-28 12:00:00,24,0.1526,0.5657,0.8759
2026-02-28 13:00:00,24,0.0883,0.4507,0.8464
2026-02-28 14:00:00,24,0.11,0.3914,0.7709
2026-02-28 15:00:00,24,0.0223,0.261,0.6013
2026-02-28 16:00:00,24,0.0053,0.1151,0.4139
2026-02-28 17:00:00,24,0.0102,0.2058,0.3529
2026-02-28 18:00:00,24,0.0061,0.1848,0.2973
2026-02-28 19:00:00,24,0.0015,0.1508,0.2508
2026-02-28 20:00:00,24,0.0008,0.1283,0.2367
2026-02-28 21:00:00,24,0.0007,0.1383,0.1572
2026-02-28 22:00:00,24,0.0008,0.0896,0.1167
2026-02-28 23:00:00,24,0.0,0.0267,0.0677
2026-02-01 00:00:00,48,0.0,0.0019,0.0233
2026-02-01 01:00:00,48,0.0,0.0173,0.0631
2026-02-01 02:00:00,48,0.0,0.0304,0.1738
2026-02-01 03:00:00,48,0.0064,0.1447,0.4159
2026-02-01 04:00:00,48,0.0,0.1148,0.4467
2026-02-01 05:00:00,48,0.0,0.097,0.346
2026-02-01 06:00:00,48,0.0,0.0484,0.4362
2026-02-01 07:00:00,48,0.0216,0.2692,0.6076
2026-02-01 08:00:00,48,0.0269,0.281,0.5939
2026-02-01 09:00:00,48,0.0239,0.3223,0.5964
2026-02-01 10:00:00,48,0.0306,0.4114,0.6661
2026-02-01 11:00:00,48,0.0615,0.4565,0.8152
2026-02-01 12:00:00,48,0.0444,0.5931,0.8592
2026-02-01 13:00:00,48,0.0546,0.4962,0.9058
2026-02-01 14:00:00,48,0.0591,0.4548,0.9041
2026-02-01 15:00:00,48,0.0667,0.4988,0.9458
2026-02-01 16:00:00,48,0.061,0.4411,0.9261
2026-02-01 17:00:00,48,0.0939,0.4672,0.9486
2026-02-01 18:00:00,48,0.0823,0.5592,0.9235
2026-02-01 19:00:00,48,0.0845,0.5207,0.9098
2026-02-01 20:00:00,48,0.1042,0.5352,0.9278
2026-02-01 21:00:00,48,0.1055,0.5138,0.9174
2026-02-01 22:00:00,48,0.1146,0.5181,0.9107
2026-02-01 23:00:00,48,0.1417,0.5435,0.9367
2026-02-02 00:00:00,48,0.1233,0.3395,0.9207
2026-02-02 01:00:00,48,0.1087,0.3211,0.9007
2026-02-02 02:00:00,48,0.1426,0.2931,0.9315
2026-02-02 03:00:00,48,0.1842,0.4361,0.9496
2026-02-02 04:00:00,48,0.2725,0.538,0.9597
2026-02-02 05:00:00,48,0.1108,0.4572,0.9644
2026-02-02 06:00:00,48,0.2901,0.6135,0.9497
2026-02-02 07:00:00,48,0.3745,0.7392,0.9843
2026-02-02 08:00:00,48,0.4046,0.8403,0.9898
2026-02-02 09:00:00,48,0.3832,0.8396,0.9847
2026-02-02 10:00:00,48,0.2937,0.8104,0.9717
2026-02-02 11:00:00,48,0.0387,0.5453,0.8743
2026-02-02 12:00:00,48,0.0006,0.394,0.4888
2026-02-02 13:00:00,48,0.0,0.2422,0.3022
2026-02-02 14:00:00,48,0.0024,0.2873,0.3804
2026-02-02 15:00:00,48,0.0,0.2871,0.4992
2026-02-02 16:00:00,48,0.0,0.3191,0.5813
2026-02-02 17:00:00,48,0.0057,0.2656,0.4522
2026-02-02 18:00:00,48,0.0088,0.2662,0.5789
2026-02-02 19:00:00,48,0.0179,0.3499,0.7183
2026-02-02 20:00:00,48,0.0598,0.6025,0.9209
2026-02-02 21:00:00,48,0.081,0.5546,0.9315
2026-02-02 22:00:00,48,0.0865,0.6029,0.9371
2026-02-02 23:00:00,48,0.0427,0.6738,0.9266
2026-02-03 00:00:00,48,0.0,0.1164,0.678
2026-02-03 01:00:00,48,0.0,0.1337,0.5022
2026-02-03 02:00:00,48,0.0,0.0264,0.1603
2026-02-03 03:00:00,48,0.0,0.0093,0.0537
2026-02-03 04:00:00,48,0.0,0.0219,0.1336
2026-02-03 05:00:00,48,0.0,0.0543,0.1221
2026-02-03 06:00:00,48,0.0,0.1272,0.3036
2026-02-03 07:00:00,48,0.0114,0.1395,0.2975
2026-02-03 08:00:00,48,0.0,0.1249,0.2033
2026-02-03 09:00:00,48,0.0116,0.123,0.213
2026-02-03 10:00:00,48,0.0157,0.1414,0.2418
2026-02-03 11:00:00,48,0.0138,0.1934,0.3125
2026-02-03 12:00:00,48,0.0058,0.2807,0.4474
2026-02-03 13:00:00,48,0.0302,0.232,0.6138
2026-02-03 14:00:00,48,0.0423,0.4178,0.8473
2026-02-03 15:00:00,48,0.0909,0.5469,0.8487
2026-02-03 16:00:00,48,0.144,0.6461,0.8672
2026-02-03 17:00:00,48,0.0664,0.565,0.8625
2026-02-03 18:00:00,48,0.0292,0.4128,0.837
2026-02-03 19:00:00,48,0.0415,0.4827,0.8339
2026-02-03 20:00:00,48,0.0949,0.5463,0.8693
2026-02-03 21:00:00,48,0.0398,0.4502,0.9322
2026-02-03 22:00:00,48,0.0629,0.4008,0.8592
2026-02-03 23:00:00,48,0.0312,0.4946,0.8593
2026-02-04 00:00:00,48,0.0437,0.5125,0.8957
2026-02-04 01:00:00,48,0.0683,0.5642,0.8187
2026-02-04 02:00:00,48,0.0554,0.5803,0.8148
2026-02-04 03:00:00,48,0.0563,0.5182,0.9493
2026-02-04 04:00:00,48,0.0695,0.4522,0.8729
2026-02-04 05:00:00,48,0.0446,0.3947,0.8117
2026-02-04 06:00:00,48,0.0071,0.2462,0.7229
2026-02-04 07:00:00,48,0.0188,0.1901,0.5115
2026-02-04 08:00:00,48,0.0224,0.2568,0.4453
2026-02-04 09:00:00,48,0.016,0.2416,0.3716
2026-02-04 10:00:00,48,0.0129,0.1318,0.2554
2026-02-04 11:00:00,48,0.0,0.0731,0.1702
2026-02-04 12:00:00,48,0.0,0.1024,0.1809
2026-02-04 13:00:00,48,0.0,0.2614,0.4767
2026-02-04 14:00:00,48,0.0203,0.3191,0.5874
2026-02-04 15:00:00,48,0.1413,0.5031,0.9657
2026-02-04 16:00:00,48,0.2703,0.704,1.0
2026-02-04 17:00:00,48,0.2175,0.8547,1.0
2026-02-04 18:00:00,48,0.3825,0.9036,1.0
2026-02-04 19:00:00,48,0.4149,0.8594,1.0
2026-02-04 20:00:00,48,0.4567,0.8671,1.0
2026-02-04 21:00:00,48,0.5066,0.7849,0.9972
2026-02-04 22:00:00,48,0.5464,0.7925,0.9867
2026-02-04 23:00:00,48,0.7106,0.8592,0.992
2026-02-05 00:00:00,48,0.7299,0.8723,0.9857
2026-02-05 01:00:00,48,0.7855,0.9281,0.9809
2026-02-05 02:00:00,48,0.7967,0.9057,0.9828
2026-02-05 03:00:00,48,0.8043,0.9346,0.973
2026-02-05 04:00:00,48,0.8046,0.9278,0.9805
2026-02-05 05:00:00,48,0.8142,0.9408,0.9818
2026-02-05 06:00:00,48,0.8764,0.9746,0.9794
2026-02-05 07:00:00,48,0.9077,0.9765,1.0
2026-02-05 08:00:00,48,0.8691,0.9364,0.9677
2026-02-05 09:00:00,48,0.7571,0.9235,0.9672
2026-02-05 10:00:00,48,0.5232,0.8612,0.9934
2026-02-05 11:00:00,48,0.4178,0.919,0.9721
2026-02-05 12:00:00,48,0.4163,0.8591,0.984
2026-02-05 13:00:00,48,0.2516,0.7575,1.0
2026-02-05 14:00:00,48,0.2584,0.8619,0.986
2026-02-05 15:00:00,48,0.2283,0.7359,0.9707
2026-02-05 16:00:00,48,0.1875,0.719,0.9778
2026-02-05 17:00:00,48,0.1768,0.6385,0.956
2026-02-05 18:00:00,48,0.1296,0.4434,0.939
2026-02-05 19:00:00,48,0.0857,0.4798,0.8823
2026-02-05 20:00:00,48,0.0514,0.444,0.8297
2026-02-05 21:00:00,48,0.0174,0.3738,0.7475
2026-02-05 22:00:00,48,0.005,0.4728,0.6042
2026-02-05 23:00:00,48,0.0013,0.24,0.4265
2026-02-06 00:00:00,48,0.0,0.0659,0.1928
2026-02-06 01:00:00,48,0.0,0.1183,0.5148
2026-02-06 02:00:00,48,0.0211,0.2532,0.696
2026-02-06 03:00:00,48,0.0105,0.2848,0.7342
2026-02-06 04:00:00,48,0.0,0.2115,0.7841
2026-02-06 05:00:00,48,0.032,0.3235,0.9425
2026-02-06 06:00:00,48,0.1226,0.4065,0.9625
2026-02-06 07:00:00,48,0.2467,0.5773,0.9526
2026-02-06 08:00:00,48,0.6068,0.7582,0.9725
2026-02-06 09:00:00,48,0.869,0.924,0.981
2026-02-06 10:00:00,48,0.8676,0.9275,0.9929
2026-02-06 11:00:00,48,0.8573,0.9283,0.9868
2026-02-06 12:00:00,48,0.8831,0.944,0.9815
2026-02-06 13:00:00,48,0.8656,0.9444,0.9822
2026-02-06 14:00:00,48,0.8833,0.9453,0.9812
2026-02-06 15:00:00,48,0.8668,0.9536,0.9838
2026-02-06 16:00:00,48,0.8594,0.9681,0.9906
2026-02-06 17:00:00,48,0.7245,0.8979,0.9823
2026-02-06 18:00:00,48,0.47,0.8575,0.9779
2026-02-06 19:00:00,48,0.3527,0.7299,0.9507
2026-02-06 20:00:00,48,0.184,0.6085,0.9372
2026-02-06 21:00:00,48,0.1651,0.5563,0.8678
2026-02-06 22:00:00,48,0.1059,0.4662,0.8755
2026-02-06 23:00:00,48,0.0225,0.3303,0.8081
2026-02-07 00:00:00,48,0.0,0.1002,0.2497
2026-02-07 01:00:00,48,0.0,0.0385,0.0551
2026-02-07 02:00:00,48,0.0,0.0394,0.0621
2026-02-07 03:00:00,48,0.0,0.0281,0.1804
2026-02-07 04:00:00,48,0.0,0.1072,0.2579
2026-02-07 05:00:00,48,0.0325,0.236,0.5809
2026-02-07 06:00:00,48,0.0145,0.292,0.7972
2026-02-07 07:00:00,48,0.0433,0.4149,0.8228
2026-02-07 08:00:00,48,0.041,0.4603,0.8454
2026-02-07 09:00:00,48,0.0156,0.3161,0.534
2026-02-07 10:00:00,48,0.0011,0.1708,0.3187
2026-02-07 11:00:00,48,0.0,0.1355,0.2759
2026-02-07 12:00:00,48,0.0,0.2751,0.3534
2026-02-07 13:00:00,48,0.0092,0.3262,0.6244
2026-02-07 14:00:00,48,0.0967,0.3387,0.7611
2026-02-07 15:00:00,48,0.1842,0.5554,0.8813
2026-02-07 16:00:00,48,0.1874,0.7419,0.9636
2026-02-07 17:00:00,48,0.2954,0.7746,0.9604
2026-02-07 18:00:00,48,0.4053,0.7872,0.9756
2026-02-07 19:00:00,48,0.4245,0.7753,0.9783
2026-02-07 20:00:00,48,0.396,0.8054,0.9694
2026-02-07 21:00:00,48,0.4626,0.7968,0.9638
2026-02-07 22:00:00,48,0.4817,0.8486,0.9755
2026-02-07 23:00:00,48,0.4201,0.821,0.9703
2026-02-08 00:00:00,48,0.2105,0.6159,0.949
2026-02-08 01:00:00,48,0.1542,0.4261,0.7868
2026-02-08 02:00:00,48,0.0488,0.324,0.7381
2026-02-08 03:00:00,48,0.0,0.0907,0.4689
2026-02-08 04:00:00,48,0.0,0.0125,0.1864
2026-02-08 05:00:00,48,0.0,0.0147,0.1168
2026-02-08 06:00:00,48,0.0,0.0095,0.0854
2026-02-08 07:00:00,48,0.0,0.0,0.1081
2026-02-08 08:00:00,48,0.0,0.0105,0.1863
2026-02-08 09:00:00,48,0.0268,0.3185,0.6045
2026-02-08 10:00:00,48,0.2974,0.7371,0.9981
2026-02-08 11:00:00,48,0.6138,1.0,1.0
2026-02-08 12:00:00,48,0.7455,0.9958,1.0
2026-02-08 13:00:00,48,0.7731,0.987,1.0
2026-02-08 14:00:00,48,0.8229,0.9907,1.0
2026-02-08 15:00:00,48,0.828,0.9907,1.0
2026-02-08 16:00:00,48,0.8308,0.9936,1.0
2026-02-08 17:00:00,48,0.8424,0.987,1.0
2026-02-08 18:00:00,48,0.8556,0.9754,0.9867
2026-02-08 19:00:00,48,0.882,0.9657,0.9888
2026-02-08 20:00:00,48,0.8748,0.9675,0.9858
2026-02-08 21:00:00,48,0.8758,0.9537,0.9849
2026-02-08 22:00:00,48,0.8612,0.9245,0.9898
2026-02-08 23:00:00,48,0.8388,0.9349,0.9956
2026-02-09 00:00:00,48,0.7895,0.835,0.9824
2026-02-09 01:00:00,48,0.7227,0.7943,0.974
2026-02-09 02:00:00,48,0.7021,0.7916,0.984
2026-02-09 03:00:00,48,0.6909,0.7465,0.9733
2026-02-09 04:00:00,48,0.6517,0.7831,0.9737
2026-02-09 05:00:00,48,0.5134,0.7474,0.9765
2026-02-09 06:00:00,48,0.6106,0.8205,1.0
2026-02-09 07:00:00,48,0.6571,0.831,1.0
2026-02-09 08:00:00,48,0.5976,0.8689,0.9786
2026-02-09 09:00:00,48,0.6719,0.9392,0.9757
2026-02-09 10:00:00,48,0.6808,0.9745,0.9905
2026-02-09 11:00:00,48,0.669,0.956,0.9733
2026-02-09 12:00:00,48,0.5683,0.9105,1.0
2026-02-09 13:00:00,48,0.4053,0.7789,1.0
2026-02-09 14:00:00,48,0.2292,0.7195,0.9849
2026-02-09 15:00:00,48,0.0368,0.4451,0.8554
2026-02-09 16:00:00,48,0.0,0.2338,0.3432
2026-02-09 17:00:00,48,0.0,0.0375,0.1772
2026-02-09 18:00:00,48,0.0,0.0709,0.2355
2026-02-09 19:00:00,48,0.0,0.2084,0.3243
2026-02-09 20:00:00,48,0.0,0.2368,0.4063
2026-02-09 21:00:00,48,0.0,0.1928,0.3664
2026-02-09 22:00:00,48,0.0,0.1936,0.413
2026-02-09 23:00:00,48,0.0,0.1602,0.37
2026-02-10 00:00:00,48,0.0,0.0643,0.1424
2026-02-10 01:00:00,48,0.0,0.1605,0.5141
2026-02-10 02:00:00,48,0.0,0.204,0.4195
2026-02-10 03:00:00,48,0.0,0.1941,0.4157
2026-02-10 04:00:00,48,0.0053,0.172,0.6221
2026-02-10 05:00:00,48,0.0,0.2526,0.3889
2026-02-10 06:00:00,48,0.0,0.12,0.3154
2026-02-10 07:00:00,48,0.0187,0.1879,0.362
2026-02-10 08:00:00,48,0.0466,0.3355,0.7468
2026-02-10 09:00:00,48,0.0489,0.523,0.7828
2026-02-10 10:00:00,48,0.0474,0.4091,0.8091
2026-02-10 11:00:00,48,0.0781,0.5566,0.8485
2026-02-10 12:00:00,48,0.0303,0.4011,0.79
2026-02-10 13:00:00,48,0.0028,0.2215,0.4994
2026-02-10 14:00:00,48,0.0142,0.4125,0.7202
2026-02-10 15:00:00,48,0.3283,0.8433,1.0
2026-02-10 16:00:00,48,0.4372,0.9983,1.0
2026-02-10 17:00:00,48,0.5225,1.0,1.0
2026-02-10 18:00:00,48,0.832,1.0,1.0
2026-02-10 19:00:00,48,0.7725,0.8943,0.9892
2026-02-10 20:00:00,48,0.6256,0.7983,0.9948
2026-02-10 21:00:00,48,0.4401,0.839,0.9884
2026-02-10 22:00:00,48,0.1389,0.568,0.9542
2026-02-10 23:00:00,48,0.0,0.3001,0.5281
2026-02-11 00:00:00,48,0.0,0.0364,0.2862
2026-02-11 01:00:00,48,0.0,0.0574,0.2277
2026-02-11 02:00:00,48,0.0,0.0603,0.2108
2026-02-11 03:00:00,48,0.0,0.123,0.3701
2026-02-11 04:00:00,48,0.0,0.1173,0.2902
2026-02-11 05:00:00,48,0.0066,0.337,0.5944
2026-02-11 06:00:00,48,0.0077,0.3196,0.7539
2026-02-11 07:00:00,48,0.0247,0.1778,0.5644
2026-02-11 08:00:00,48,0.0241,0.4891,0.7905
2026-02-11 09:00:00,48,0.1058,0.4925,0.8982
2026-02-11 10:00:00,48,0.569,0.8012,0.9739
2026-02-11 11:00:00,48,0.8768,0.9222,0.9929
2026-02-11 12:00:00,48,0.9251,0.9438,0.9868
2026-02-11 13:00:00,48,0.839,0.9311,0.9825
2026-02-11 14:00:00,48,0.5953,0.859,0.9826
2026-02-11 15:00:00,48,0.5496,0.8252,0.9836
2026-02-11 16:00:00,48,0.5411,0.8311,0.9852
2026-02-11 17:00:00,48,0.3131,0.7462,0.9746
2026-02-11 18:00:00,48,0.1842,0.56,0.9024
2026-02-11 19:00:00,48,0.1486,0.5262,0.9404
2026-02-11 20:00:00,48,0.0664,0.5021,0.8783
2026-02-11 21:00:00,48,0.043,0.5107,0.961
2026-02-11 22:00:00,48,0.0507,0.2962,0.7668
2026-02-11 23:00:00,48,0.0379,0.2202,0.6295
2026-02-12 00:00:00,48,0.0,0.0781,0.4151
2026-02-12 01:00:00,48,0.0,0.0375,0.234
2026-02-12 02:00:00,48,0.0,0.0151,0.1442
2026-02-12 03:00:00,48,0.0,0.0046,0.0619
2026-02-12 04:00:00,48,0.0,0.0178,0.103
2026-02-12 05:00:00,48,0.0,0.0346,0.107
2026-02-12 06:00:00,48,0.0,0.0049,0.0939
2026-02-12 07:00:00,48,0.0,0.0469,0.2013
2026-02-12 08:00:00,48,0.0,0.0346,0.1836
2026-02-12 09:00:00,48,0.0,0.0489,0.0783
2026-02-12 10:00:00,48,0.0,0.0383,0.0777
2026-02-12 11:00:00,48,0.0,0.0573,0.1791
2026-02-12 12:00:00,48,0.0,0.148,0.3127
2026-02-12 13:00:00,48,0.0068,0.1687,0.4079
